ticker,company_name,delivery_upside_score,execution_downside_score,leadership_risk_score,positive_marker_evidence_score,negative_marker_evidence_score,execution_balance_score,execution_outlook,evidence_coverage,evidence_coverage_score,approved_asset_count,late_stage_asset_count,active_company_marker_ids,current_feature_tags,closest_marker_id,closest_marker_company,closest_marker_polarity,marker_similarity,marker_outcome_class,marker_outcome_date,interpretation
CRMD,CorMedix Inc. Common Stock,49.92,0.0,0.0,0.0,0.0,49.92,insufficient_risk_evidence,market_only_risk_unscreened,50.8,1,2,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SNDX,Syndax Pharmaceuticals Inc. Common Stock,49.74,0.0,0.0,0.0,0.0,49.74,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,2,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
KURA,Kura Oncology Inc. Common Stock,49.63,0.0,0.0,0.0,0.0,49.63,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,2,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
XFOR,X4 Pharmaceuticals Inc. Common Stock,49.44,0.0,0.0,0.0,0.0,49.44,insufficient_risk_evidence,market_only_risk_unscreened,50.8,1,2,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GERN,Geron Corporation Common Stock,49.26,0.0,0.0,0.0,0.0,49.26,insufficient_risk_evidence,market_only_risk_unscreened,50.8,1,2,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,49.03,0.0,0.0,0.0,0.0,49.03,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TGTX,TG Therapeutics Inc. Common Stock,47.98,0.0,0.0,0.0,0.0,47.98,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BFRI,Biofrontera Inc. Common Stock,47.17,0.0,0.0,0.0,0.0,47.17,insufficient_risk_evidence,market_only_risk_unscreened,50.8,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
VERA,Vera Therapeutics Inc. Class A Common Stock,47.12,0.0,0.0,0.0,0.0,47.12,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,47.02,0.0,0.0,0.0,0.0,47.02,insufficient_risk_evidence,market_only_risk_unscreened,50.8,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
DNLI,Denali Therapeutics Inc. Common Stock,46.75,0.0,0.0,0.0,0.0,46.75,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MDWD,MediWound Ltd. Ordinary Shares,46.73,0.0,0.0,0.0,0.0,46.73,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NVS,Novartis AG Common Stock,46.03,0.0,0.0,0.0,0.0,46.03,insufficient_risk_evidence,market_only_risk_unscreened,50.8,2,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BBIO,BridgeBio Pharma Inc. Common Stock,45.89,0.0,0.0,0.0,0.0,45.89,insufficient_risk_evidence,sparse_risk_unscreened,19.2,1,1,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LENZ,LENZ Therapeutics Inc. Common Stock,45.89,0.0,0.0,0.0,0.0,45.89,insufficient_risk_evidence,sparse_risk_unscreened,19.2,1,1,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GNLX,Genelux Corporation Common Stock,45.79,0.0,0.0,0.0,0.0,45.79,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,4,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MIST,Milestone Pharmaceuticals Inc. Common Shares,45.71,0.0,0.0,0.0,0.0,45.71,insufficient_risk_evidence,sparse_risk_unscreened,18.48,1,1,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CADL,Candel Therapeutics Inc. Common Stock,45.62,0.0,0.0,0.0,0.0,45.62,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TARS,Tarsus Pharmaceuticals Inc. Common Stock,45.53,0.0,0.0,0.0,0.0,45.53,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,1,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IBRX,ImmunityBio Inc. Common Stock,45.26,0.0,0.0,0.0,0.0,45.26,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LBRX,LB Pharmaceuticals Inc Common Stock,44.85,0.0,0.0,0.0,0.0,44.85,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
REPL,Replimune Group Inc. Common Stock,44.82,0.0,0.0,0.0,0.0,44.82,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ADCT,ADC Therapeutics SA Common Shares,44.72,0.0,0.0,0.0,0.0,44.72,insufficient_risk_evidence,market_only_risk_unscreened,49.96,1,2,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,44.37,0.0,0.0,0.0,0.0,44.37,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,1,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CRVS,Corvus Pharmaceuticals Inc. Common Stock,44.2,0.0,0.0,0.0,0.0,44.2,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NERV,Minerva Neurosciences Inc Common Stock,44.18,0.0,0.0,0.0,0.0,44.18,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
KOD,Kodiak Sciences Inc Common Stock,44.17,0.0,0.0,0.0,0.0,44.17,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
FENC,Fennec Pharmaceuticals Inc. Common Stock,44.14,0.0,0.0,0.0,0.0,44.14,insufficient_risk_evidence,sparse_risk_unscreened,19.2,1,1,[],"[""late_stage_delivery"", ""regulatory_approval"", ""strong_asset_portfolio""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AVIR,Atea Pharmaceuticals Inc. Common Stock,44.07,0.0,0.0,0.0,0.0,44.07,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,4,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IVVD,Invivyd Inc. Common Stock,43.85,0.0,0.0,0.0,0.0,43.85,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NTLA,Intellia Therapeutics Inc. Common Stock,43.75,0.0,0.0,0.0,0.0,43.75,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,3,[],"[""late_stage_delivery""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SIGA,SIGA Technologies Inc. Common Stock,43.34,0.0,0.0,0.0,0.0,43.34,insufficient_risk_evidence,market_only_risk_unscreened,59.2,1,1,[],"[""late_stage_delivery"", ""regulatory_approval""]",,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
